url,name,enabled,category,priority
https://www.aska-pharma-hd.co.jp/,https://www.aska-pharma-hd.co.jp/,TRUE,pfmreport,high
https://www.aska-pharma-hd.co.jp/invest/,https://www.aska-pharma-hd.co.jp/invest/,TRUE,pfmreport,high
